route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
QM40,MTABC,QM40,"Lefrak City - Midtown Via 3Rd Av","Via 63Rd Rd / 57Th Av",3,https://new.mta.info/schedules/bus,00933C,FFFFFF
QM42,MTABC,QM42,"Forest Hills - Midtown Via 3Rd Av","Via Yellowstone Blvd",3,https://new.mta.info/schedules/bus,00933C,FFFFFF
QM44,MTABC,QM44,"Electchester - Midtown Via 3Rd Av","Via Jewel Av",3,https://new.mta.info/schedules/bus,00933C,FFFFFF
QM5,MTABC,QM5,"Glen Oaks - Midtown Via 6Th Av","Via Horace Harding Expwy / 73Rd Av / Union Turnpike",3,https://new.mta.info/schedules/bus,00933C,FFFFFF
QM6,MTABC,QM6,"Lake Success - Midtown Via 6Th Av","Via North Shore Towers / Union Turnpike",3,https://new.mta.info/schedules/bus,00933C,FFFFFF
QM7,MTABC,QM7,"Fresh Meadows - Downtown","Via 188Th St / Union Turnpike",3,https://new.mta.info/schedules/bus,00933C,FFFFFF
QM8,MTABC,QM8,"Glen Oaks - Downtown","Via Horace Harding Expwy / 73Rd Av / Union Turnpike",3,https://new.mta.info/schedules/bus,00933C,FFFFFF
Q52+,MTABC,Q52-SBS,"Elmhurst - Arverne","Via Woodhaven Blvd / Cross Bay Blvd",3,https://new.mta.info/schedules/bus,FAA61A,FFFFFF
Q53+,MTABC,Q53-SBS,"Woodside - Rockaway Park","Via Broadway / Queens Blvd / Woodhaven Blvd / Cross Bay Blvd",3,https://new.mta.info/schedules/bus,FAA61A,FFFFFF
Q70+,MTABC,Q70-SBS,"LaGuardia Link","Woodside LIRR, Jackson Heights E F M R 7 Subway, LaGuardia Airport",3,https://new.mta.info/schedules/bus,EE352E,FFFFFF
