service_id,date,exception_type
BFA21GEN-M089-Weekday-00-0111100,20211231,2
BFA21GEN-M089-Weekday-00,20220221,2
BFA21GEN-M089-Weekday-00-0111100,20220221,2
BFA21GEN-M089-Weekday-00,20220530,2
BFA21GEN-M089-Weekday-00-0111100,20220530,2
BFA21GEN-N095-Weekday-00,20211224,2
BFA21GEN-N095-Weekday-00,20211231,2
BFA21GEN-N095-Weekday-00,20220221,2
BFA21GEN-N095-Weekday-00,20220530,2
BFA21GEN-Q064-Weekday-00,20211224,2
BFA21GEN-Q064-Weekday-00,20211231,2
BFA21GEN-Q064-Weekday-00,20220221,2
BFA21GEN-Q064-Weekday-00,20220530,2
BFA21GEN-R091-Weekday-00,20211224,2
BFA21GEN-R091-Weekday-00,20211231,2
BFA21GEN-R091-Weekday-00,20220221,2
BFA21GEN-R091-Weekday-00,20220530,2
SIR-FA2017-SI017-Weekday-08,20211224,2
SIR-FA2017-SI017-Weekday-08,20211231,2
SIR-FA2017-SI017-Weekday-08,20220221,2
SIR-FA2017-SI017-Weekday-08,20220530,2
AFA21GEN-1038-Saturday-00,20211224,1
AFA21GEN-1038-Saturday-00,20211231,1
AFA21GEN-1038-Saturday-00,20220221,1
AFA21GEN-2042-Saturday-00,20211224,1
AFA21GEN-2042-Saturday-00,20211231,1
AFA21GEN-2042-Saturday-00,20220221,1
AFA21GEN-3039-Saturday-00,20211224,1
AFA21GEN-3039-Saturday-00,20211231,1
AFA21GEN-3039-Saturday-00,20220221,1
AFA21GEN-4043-Saturday-00,20211224,1
AFA21GEN-4043-Saturday-00,20211231,1
AFA21GEN-4043-Saturday-00,20220221,1
AFA21GEN-5043-Saturday-00,20211224,1
AFA21GEN-5043-Saturday-00,20211231,1
AFA21GEN-5043-Saturday-00,20220221,1
AFA21GEN-6033-Saturday-00,20211224,1
AFA21GEN-6033-Saturday-00,20211231,1
AFA21GEN-6033-Saturday-00,20220221,1
AFA21GEN-7023-Saturday-00,20211224,1
AFA21GEN-7023-Saturday-00,20211231,1
AFA21GEN-7023-Saturday-00,20220221,1
BFA21GEN-A046-Saturday-00,20211224,1
BFA21GEN-A046-Saturday-00,20211231,1
BFA21GEN-A046-Saturday-00,20220221,1
BFA21GEN-C025-Saturday-00,20211224,1
BFA21GEN-C025-Saturday-00,20211231,1
BFA21GEN-C025-Saturday-00,20220221,1
BFA21GEN-D039-Saturday-00,20211224,1
BFA21GEN-D039-Saturday-00,20211231,1
BFA21GEN-D039-Saturday-00,20220221,1
BFA21GEN-E041-Saturday-00,20211224,1
BFA21GEN-E041-Saturday-00,20211231,1
BFA21GEN-E041-Saturday-00,20220221,1
BFA21GEN-F044-Saturday-00,20211224,1
BFA21GEN-F044-Saturday-00,20211231,1
BFA21GEN-F044-Saturday-00,20220221,1
BFA21GEN-FS011-Saturday-00,20211224,1
BFA21GEN-FS011-Saturday-00,20211231,1
BFA21GEN-FS011-Saturday-00,20220221,1
BFA21GEN-G036-Saturday-00,20211224,1
BFA21GEN-G036-Saturday-00,20211231,1
BFA21GEN-G036-Saturday-00,20220221,1
AFA21GEN-GS013-Saturday-00,20211224,1
AFA21GEN-GS013-Saturday-00,20211231,1
AFA21GEN-GS013-Saturday-00,20220221,1
BFA21GEN-H026-Saturday-00,20211224,1
BFA21GEN-H026-Saturday-00,20211231,1
BFA21GEN-H026-Saturday-00,20220221,1
BFA21GEN-J032-Saturday-00,20211224,1
BFA21GEN-J032-Saturday-00,20211231,1
BFA21GEN-J032-Saturday-00,20220221,1
BFA21GEN-L022-Saturday-00,20211224,1
BFA21GEN-L022-Saturday-00,20211231,1
BFA21GEN-L022-Saturday-00,20220221,1
BFA21GEN-M024-Saturday-00,20211224,1
BFA21GEN-M024-Saturday-00,20211231,1
BFA21GEN-M024-Saturday-00,20220221,1
BFA21GEN-N056-Saturday-00,20211224,1
BFA21GEN-N056-Saturday-00,20211231,1
BFA21GEN-N056-Saturday-00,20220221,1
BFA21GEN-Q021-Saturday-00,20211224,1
BFA21GEN-Q021-Saturday-00,20211231,1
BFA21GEN-Q021-Saturday-00,20220221,1
BFA21GEN-R051-Saturday-00,20211224,1
BFA21GEN-R051-Saturday-00,20211231,1
BFA21GEN-R051-Saturday-00,20220221,1
SIR-FA2017-SI017-Saturday-00,20211224,1
SIR-FA2017-SI017-Saturday-00,20211231,1
SIR-FA2017-SI017-Saturday-00,20220221,1
