from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,10802492,10802429,1,
124,124,,,10802366,10802430,1,
124,124,,,10802494,10802431,1,
131,131,,,10802527,10802431,1,
140,140,,,10802539,10802431,1,
124,124,,,10802368,10802432,1,
124,124,,,10802496,10802434,1,
124,124,,,10802370,10802435,1,
124,124,,,10802498,10802437,1,
124,124,,,10802372,10802438,1,
124,124,,,10802500,10802441,1,
131,131,,,10802529,10802441,1,
140,140,,,10802541,10802441,1,
124,124,,,10802376,10802442,1,
124,124,,,10802502,10802445,1,
124,124,,,10802380,10802446,1,
124,124,,,10802504,10802449,1,
124,124,,,10802384,10802450,1,
124,124,,,10802386,10802452,1,
124,124,,,10802506,10802453,1,
131,131,,,10802531,10802453,1,
140,140,,,10802543,10802453,1,
124,124,,,10802388,10802454,1,
124,124,,,10802390,10802456,1,
124,124,,,10802508,10802457,1,
124,124,,,10802392,10802458,1,
124,124,,,10802394,10802460,1,
124,124,,,10802510,10802461,1,
124,124,,,10802396,10802462,1,
124,124,,,10802398,10802464,1,
124,124,,,10802512,10802465,1,
131,131,,,10802533,10802465,1,
140,140,,,10802545,10802465,1,
124,124,,,10802400,10802466,1,
124,124,,,10802402,10802468,1,
124,124,,,10802514,10802469,1,
124,124,,,10802404,10802470,1,
124,124,,,10802406,10802472,1,
124,124,,,10802516,10802473,1,
124,124,,,10802408,10802474,1,
124,124,,,10802410,10802476,1,
124,124,,,10802518,10802477,1,
131,131,,,10802534,10802477,1,
140,140,,,10802547,10802477,1,
124,124,,,10802412,10802478,1,
124,124,,,10802520,10802480,1,
124,124,,,10802414,10802481,1,
124,124,,,10802522,10802483,1,
124,124,,,10802416,10802484,1,
124,124,,,10802524,10802485,1,
140,140,,,10802549,10802485,1,
124,124,,,10802419,10802486,1,
131,131,,,10802537,10802486,1,
124,124,,,10802426,10802489,1,
124,124,,,10802428,10802491,1,
124,124,,,10802430,10802493,1,
124,124,,,10802432,10802495,1,
124,124,,,10802435,10802497,1,
124,124,,,10802438,10802499,1,
124,124,,,10802442,10802501,1,
124,124,,,10802446,10802503,1,
124,124,,,10802450,10802505,1,
124,124,,,10802454,10802507,1,
124,124,,,10802458,10802509,1,
124,124,,,10802462,10802511,1,
124,124,,,10802466,10802513,1,
124,124,,,10802470,10802515,1,
124,124,,,10802474,10802517,1,
124,124,,,10802478,10802519,1,
124,124,,,10802481,10802521,1,
124,124,,,10802487,10802525,1,
131,131,,,10802430,10802526,1,
131,131,,,10802438,10802528,1,
131,131,,,10802450,10802530,1,
